"Test matches, career batting records",,,,,,,,,,
,,,,,,,,,,
Player,Span,Mat,Inns,NO,Runs,HS,Ave,Hundred,Fifty,Duck
WW Daniel (West Indies),1976-1984,10,11,4,46,11,6.57,0,0,2
BA Davis (West Indies),1965-1965,4,8,0,245,68,30.62,0,3,0
CA Davis (West Indies),1968-1973,15,29,5,1301,183,54.2,4,4,1
WW Davis (West Indies),1983-1988,15,17,4,202,77,15.53,0,1,2
FI de Caires (West Indies),1930-1930,3,6,0,232,80,38.66,0,2,1
N Deonarine (West Indies),2005-2013,18,30,2,725,82,25.89,0,5,3
CC Depeiaza (West Indies),1955-1956,5,8,2,187,122,31.16,1,0,1
DT Dewdney (West Indies),1955-1958,9,12,5,17,5*,2.42,0,0,3
R Dhanraj (West Indies),1994-1996,4,4,0,17,9,4.25,0,0,0
M Dillon (West Indies),1997-2004,38,68,3,549,43,8.44,0,0,26
UG Dowe (West Indies),1971-1973,4,3,2,8,5*,8,0,0,0
TM Dowlin (West Indies),2009-2010,6,11,0,343,95,31.18,0,3,0
SO Dowrich (West Indies),2015-2017,18,33,3,724,103,24.13,1,5,4
VC Drakes (West Indies),2002-2004,12,20,2,386,67,21.44,0,1,2
PJL Dujon (West Indies),1981-1991,81,115,11,3322,139,31.94,5,16,8
FH Edwards (West Indies),2003-2012,55,88,28,394,30,6.56,0,0,19
KA Edwards (West Indies),2011-2014,17,32,1,986,121,31.8,2,8,4
RM Edwards (West Indies),1968-1969,5,8,1,65,22,9.28,0,0,2
W Ferguson (West Indies),1948-1954,8,10,3,200,75,28.57,0,2,1
MP Fernandes (West Indies),1928-1930,2,4,0,49,22,12.25,0,0,1
TM Findlay (West Indies),1969-1973,10,16,3,212,44*,16.3,0,0,1
MLC Foster (West Indies),1969-1978,14,24,5,580,125,30.52,1,1,0
GN Francis (West Indies),1928-1933,10,18,4,81,19*,5.78,0,0,4
MC Frederick (West Indies),1954-1954,1,2,0,30,30,15,0,0,1
RC Fredericks (West Indies),1968-1977,59,109,7,4334,169,42.49,8,26,7
AB Fudadin (West Indies),2012-2012,3,5,1,122,55,30.5,0,1,0
RL Fuller (West Indies),1935-1935,1,1,0,1,1,1,0,0,0
HA Furlonge (West Indies),1955-1956,3,5,0,99,64,19.8,0,1,1
ST Gabriel (West Indies),2012-2017,32,46,18,150,20*,5.35,0,0,14
D Ganga (West Indies),1998-2008,48,86,2,2160,135,25.71,3,9,9
AG Ganteaume (West Indies),1948-1948,1,1,0,112,112,112,1,0,0
J Garner (West Indies),1977-1987,58,68,14,672,60,12.44,0,1,17
LV Garrick (West Indies),2001-2001,1,2,0,27,27,13.5,0,0,1
BBM Gaskin (West Indies),1948-1948,2,3,0,17,10,5.66,0,0,1
CH Gayle (West Indies),2000-2014,103,182,11,7214,333,42.18,15,37,15
GL Gibbs (West Indies),1955-1955,1,2,0,12,12,6,0,0,1
LR Gibbs (West Indies),1958-1976,79,109,39,488,25,6.97,0,0,15
OD Gibson (West Indies),1995-1999,2,4,0,93,37,23.25,0,0,0
R Gilchrist (West Indies),1957-1959,13,14,3,60,12,5.45,0,0,4
G Gladstone (West Indies),1930-1930,1,1,1,12,12*,-,0,0,0
JDC Goddard (West Indies),1948-1957,27,39,11,859,83*,30.67,0,4,5
HA Gomes (West Indies),1976-1987,60,91,11,3171,143,39.63,9,13,5
GE Gomez (West Indies),1939-1954,29,46,5,1243,101,30.31,1,8,5
GC Grant (West Indies),1930-1935,12,22,6,413,71*,25.81,0,3,1
RS Grant (West Indies),1935-1939,7,11,1,220,77,22,0,1,3
AH Gray (West Indies),1986-1987,5,8,2,48,12*,8,0,0,2
AE Greenidge (West Indies),1978-1979,6,10,0,222,69,22.2,0,2,2
CG Greenidge (West Indies),1974-1991,108,185,16,7558,226,44.72,19,34,11
GA Greenidge (West Indies),1972-1973,5,9,2,209,50,29.85,0,1,1
MG Grell (West Indies),1930-1930,1,2,0,34,21,17,0,0,0
AFG Griffith (West Indies),1997-2000,14,27,1,638,114,24.53,1,4,4
CC Griffith (West Indies),1960-1969,28,42,10,530,54,16.56,0,1,5
HC Griffith (West Indies),1928-1933,13,23,5,91,18,5.05,0,0,6
SC Guillen (West Indies),1951-1952,5,6,2,104,54,26,0,1,1
WW Hall (West Indies),1958-1969,48,66,14,818,50*,15.73,0,2,7
RA Harper (West Indies),1983-1993,25,32,3,535,74,18.44,0,3,5
DL Haynes (West Indies),1978-1994,116,202,25,7487,184,42.29,18,39,10
GA Headley (West Indies),1930-1954,22,40,4,2190,270*,60.83,10,5,2
RGA Headley (West Indies),1973-1973,2,4,0,62,42,15.5,0,0,0
JL Hendriks (West Indies),1962-1969,20,32,8,447,64,18.62,0,2,4
SO Hetmyer (West Indies),2017-2017,5,10,0,218,66,21.8,0,1,0
RO Hinds (West Indies),2002-2009,15,25,1,505,84,21.04,0,2,1
WW Hinds (West Indies),2000-2005,45,80,1,2608,213,33.01,5,14,6
ELG Hoad (West Indies),1928-1933,4,8,0,98,36,12.25,0,0,1
JO Holder (West Indies),2014-2017,29,50,8,1218,110,29,2,6,3
RIC Holder (West Indies),1997-1999,11,17,2,380,91,25.33,0,2,1
VA Holder (West Indies),1969-1979,40,59,11,682,42,14.2,0,0,7
MA Holding (West Indies),1975-1987,60,76,10,910,73,13.78,0,6,15
DAJ Holford (West Indies),1966-1977,24,39,5,768,105*,22.58,1,3,3
JKC Holt (West Indies),1954-1959,17,31,2,1066,166,36.75,2,5,2
CL Hooper (West Indies),1987-2002,102,173,15,5762,233,36.46,13,27,13
KA Hope (West Indies),2017-2017,5,9,0,101,43,11.22,0,0,2
SD Hope (West Indies),2015-2017,17,32,2,996,147,33.2,2,3,1
AB Howard (West Indies),1972-1972,1,-,-,-,-,-,-,-,-
CC Hunte (West Indies),1958-1967,44,78,6,3245,260,45.06,8,13,5
EAC Hunte (West Indies),1930-1930,3,6,1,166,58,33.2,0,2,0
LG Hylton (West Indies),1935-1939,6,8,2,70,19,11.66,0,0,0
RD Jacobs (West Indies),1998-2004,65,112,21,2577,118,28.31,3,14,12
AS Jaggernauth (West Indies),2008-2008,1,2,1,0,0*,0,0,0,1
HHH Johnson (West Indies),1948-1950,3,4,0,38,22,9.5,0,0,1
LR Johnson (West Indies),2014-2016,9,16,0,403,66,25.18,0,2,2
TF Johnson (West Indies),1939-1939,1,1,1,9,9*,-,0,0,0
CEL Jones (West Indies),1930-1935,4,7,0,63,19,9,0,0,0
PEW Jones (West Indies),1948-1951,9,11,2,47,10*,5.22,0,0,1
AS Joseph (West Indies),2016-2017,6,11,0,41,8,3.72,0,0,4
DRE Joseph (West Indies),1999-1999,4,7,0,141,50,20.14,0,1,0
SC Joseph (West Indies),2004-2007,5,10,0,147,45,14.7,0,0,1
BD Julien (West Indies),1973-1977,24,34,6,866,121,30.92,2,3,0
RR Jumadeen (West Indies),1972-1979,12,14,10,84,56,21,0,1,2
AI Kallicharran (West Indies),1972-1981,66,109,10,4399,187,44.43,12,21,10
RB Kanhai (West Indies),1957-1974,79,137,6,6227,256,47.53,15,28,7
ESM Kentish (West Indies),1948-1954,2,2,1,1,1*,1,0,0,1
CL King (West Indies),1976-1980,9,16,3,418,100*,32.15,1,2,3
FM King (West Indies),1953-1956,14,17,3,116,21,8.28,0,0,4
LA King (West Indies),1962-1968,2,4,0,41,20,10.25,0,0,1
RD King (West Indies),1999-2005,19,27,8,66,12*,3.47,0,0,7
CB Lambert (West Indies),1991-1998,5,9,0,284,104,31.55,1,1,1
BC Lara (West Indies),1990-2006,130,230,6,11912,400*,53.17,34,48,17
PD Lashley (West Indies),1960-1966,4,7,0,159,49,22.71,0,0,1
JJC Lawson (West Indies),2002-2005,13,21,6,52,14,3.46,0,0,6
RA Legall (West Indies),1953-1953,4,5,0,50,23,10,0,0,0
DM Lewis (West Indies),1971-1971,3,5,2,259,88,86.33,0,3,0
RN Lewis (West Indies),1997-2008,5,10,0,89,40,8.9,0,0,4
CH Lloyd (West Indies),1966-1985,110,175,14,7515,242*,46.67,19,39,4
AL Logie (West Indies),1983-1991,52,78,9,2470,130,35.79,2,16,8
NC McGarrell (West Indies),2001-2001,4,6,2,61,33,15.25,0,0,1
NAM McLean (West Indies),1998-2001,19,32,2,368,46,12.26,0,0,6
EDAS McMorris (West Indies),1958-1966,13,21,0,564,125,26.85,1,3,1
CA McWatt (West Indies),1954-1955,6,9,2,202,54,28.85,0,2,0
IS Madray (West Indies),1958-1958,2,3,0,3,2,1,0,0,1
MD Marshall (West Indies),1978-1991,81,107,11,1810,92,18.85,0,10,15
NE Marshall (West Indies),1955-1955,1,2,0,8,8,4,0,0,1
RE Marshall (West Indies),1951-1952,4,7,0,143,30,20.42,0,0,1
XM Marshall (West Indies),2005-2009,7,12,0,243,85,20.25,0,2,1
FR Martin (West Indies),1928-1931,9,18,1,486,123*,28.58,1,0,1
EA Martindale (West Indies),1933-1939,10,14,3,58,22,5.27,0,0,3
EH Mattis (West Indies),1981-1981,4,5,0,145,71,29,0,1,1
IL Mendonca (West Indies),1962-1962,2,2,0,81,78,40.5,0,1,0
CA Merry (West Indies),1933-1933,2,4,0,34,13,8.5,0,0,0
NO Miller (West Indies),2009-2009,1,2,0,5,5,2.5,0,0,1
RC Miller (West Indies),1953-1953,1,1,0,23,23,23,0,0,0
D Mohammed (West Indies),2004-2006,5,8,1,225,52,32.14,0,1,0
RS Morton (West Indies),2005-2008,15,27,1,573,70*,22.03,0,4,1
EA Moseley (West Indies),1990-1990,2,4,0,35,26,8.75,0,0,1
GH Mudie (West Indies),1935-1935,1,1,0,5,5,5,0,0,0
DA Murray (West Indies),1978-1982,19,31,3,601,84,21.46,0,3,3
DL Murray (West Indies),1963-1980,62,96,9,1993,91,22.9,0,11,7
JR Murray (West Indies),1993-2002,33,45,4,918,101*,22.39,1,3,9
MV Nagamootoo (West Indies),2000-2002,5,8,1,185,68,26.42,0,1,0
R Nanan (West Indies),1980-1980,1,2,0,16,8,8,0,0,0
SP Narine (West Indies),2012-2013,6,7,2,40,22*,8,0,0,1
BP Nash (West Indies),2008-2011,21,33,0,1103,114,33.42,2,8,0
JM Neblett (West Indies),1935-1935,1,2,1,16,11*,16,0,0,0
JM Noreiga (West Indies),1971-1971,4,5,2,11,9,3.66,0,0,1
RK Nunes (West Indies),1928-1930,4,8,0,245,92,30.62,0,2,1
SM Nurse (West Indies),1960-1969,29,54,1,2523,258,47.6,6,10,3
AL Padmore (West Indies),1976-1976,2,2,1,8,8*,8,0,0,1
DJ Pagon (West Indies),2005-2005,2,3,0,37,35,12.33,0,0,1
BH Pairaudeau (West Indies),1953-1957,13,21,0,454,115,21.61,1,3,3
BA Parchment (West Indies),2008-2008,2,4,0,55,20,13.75,0,0,0
DR Parry (West Indies),1978-1980,12,20,3,381,65,22.41,0,3,3
NT Pascal (West Indies),2010-2010,2,2,0,12,10,6,0,0,0
CC Passailaigue (West Indies),1930-1930,1,2,1,46,44,46,0,0,0
BP Patterson (West Indies),1986-1992,28,38,16,145,21*,6.59,0,0,8
TRO Payne (West Indies),1986-1986,1,1,0,5,5,5,0,0,0
V Permaul (West Indies),2012-2015,6,9,1,98,23*,12.25,0,0,3
NO Perry (West Indies),1999-1999,4,7,1,74,26,12.33,0,0,2
KK Peters (West Indies),2014-2014,1,1,0,0,0,0,0,0,1
N Phillip (West Indies),1978-1979,9,15,5,297,47,29.7,0,0,1
OJ Phillips (West Indies),2009-2009,2,4,0,160,94,40,0,1,0
LR Pierre (West Indies),1948-1948,1,-,-,-,-,-,-,-,-
DBL Powell (West Indies),2002-2009,37,57,5,407,36*,7.82,0,0,15
KOA Powell (West Indies),2011-2017,31,59,1,1620,134,27.93,3,4,5
RL Powell (West Indies),1999-2004,2,3,0,53,30,17.66,0,0,1
AF Rae (West Indies),1948-1953,15,24,2,1016,109,46.18,4,4,1
S Ragoonath (West Indies),1999-1999,2,4,1,13,9,4.33,0,0,1
S Ramadhin (West Indies),1950-1961,43,58,14,361,44,8.2,0,0,14
RR Ramdass (West Indies),2005-2005,1,2,0,26,23,13,0,0,0
D Ramdin (West Indies),2005-2016,74,126,14,2898,166,25.87,4,15,9
D Ramnarine (West Indies),1998-2002,12,21,4,106,35*,6.23,0,0,8
R Rampaul (West Indies),2009-2012,18,31,8,335,40*,14.56,0,0,6
FL Reifer (West Indies),1997-2009,6,12,0,111,29,9.25,0,0,3
RA Reifer (West Indies),2017-2017,1,2,1,52,29,52,0,0,0
DM Richards (West Indies),2009-2010,3,6,0,125,69,20.83,0,1,1
IVA Richards (West Indies),1974-1991,121,182,12,8540,291,50.23,24,45,10
RB Richardson (West Indies),1983-1995,86,146,12,5949,194,44.39,16,27,8
KR Rickards (West Indies),1948-1952,2,3,0,104,67,34.66,0,1,0
CA Roach (West Indies),1928-1935,16,32,1,952,209,30.7,2,6,6
KAJ Roach (West Indies),2009-2017,44,71,12,605,41,10.25,0,0,11
AME Roberts (West Indies),1974-1983,47,62,11,762,68,14.94,0,3,6
AT Roberts (West Indies),1956-1956,1,2,0,28,28,14,0,0,1
LA Roberts (West Indies),1999-1999,1,1,0,0,0,0,0,0,1
WV Rodriguez (West Indies),1962-1968,5,7,0,96,50,13.71,0,1,1
FA Rose (West Indies),1997-2000,19,28,2,344,69,13.23,0,1,2
LG Rowe (West Indies),1972-1980,30,49,2,2047,302,43.55,7,7,2
AD Russell (West Indies),2010-2010,1,1,0,2,2,2,0,0,0
DJG Sammy (West Indies),2007-2013,38,63,2,1323,106,21.68,1,5,8
MN Samuels (West Indies),2000-2016,71,127,7,3917,260,32.64,7,24,14
RG Samuels (West Indies),1996-1997,6,12,2,372,125,37.2,1,1,0
A Sanford (West Indies),2002-2004,11,17,2,72,18*,4.8,0,0,2
RR Sarwan (West Indies),2000-2011,87,154,8,5842,291,40.01,15,31,12
RO Scarlett (West Indies),1960-1960,3,4,1,54,29*,18,0,0,0
AHP Scott (West Indies),1953-1953,1,1,0,5,5,5,0,0,0
OC Scott (West Indies),1928-1931,8,13,3,171,35,17.1,0,0,1
BJ Sealey (West Indies),1933-1933,1,2,0,41,29,20.5,0,0,0
JED Sealy (West Indies),1930-1939,11,19,2,478,92,28.11,0,3,2
JN Shepherd (West Indies),1969-1971,5,8,0,77,32,9.62,0,0,2
GC Shillingford (West Indies),1969-1972,7,8,1,57,25,8.14,0,0,1
IT Shillingford (West Indies),1977-1978,4,7,0,218,120,31.14,1,0,0
S Shillingford (West Indies),2010-2014,16,26,6,266,53*,13.3,0,1,7
S Shivnarine (West Indies),1978-1979,8,14,1,379,63,29.15,0,4,2
LMP Simmons (West Indies),2009-2011,8,16,0,278,49,17.37,0,0,1
PV Simmons (West Indies),1988-1997,26,47,2,1002,110,22.26,1,4,4
CK Singh (West Indies),1960-1960,2,3,0,11,11,3.66,0,0,2
VA Singh (West Indies),2017-2017,3,6,0,63,32,10.5,0,0,0
JA Small (West Indies),1928-1930,3,6,0,79,52,13.16,0,1,2
MA Small (West Indies),1984-1984,2,1,1,3,3*,-,0,0,0
CW Smith (West Indies),1960-1962,5,10,1,222,55,24.66,0,1,0
DR Smith (West Indies),2004-2006,10,14,1,320,105*,24.61,1,0,4
DS Smith (West Indies),2003-2015,38,67,2,1593,108,24.5,1,6,6
OG Smith (West Indies),1955-1959,26,42,0,1331,168,31.69,4,6,8
GS Sobers (West Indies),1954-1974,93,160,21,8032,365*,57.78,26,30,12
JS Solomon (West Indies),1958-1965,27,46,7,1326,100*,34,1,9,7
SC Stayers (West Indies),1962-1962,4,4,1,58,35*,19.33,0,0,0
EL St Hill (West Indies),1930-1930,2,4,0,18,12,4.5,0,0,1
WH St Hill (West Indies),1928-1930,3,6,0,117,38,19.5,0,0,0
JB Stollmeyer (West Indies),1939-1955,32,56,5,2159,160,42.33,4,12,2
VH Stollmeyer (West Indies),1939-1939,1,1,0,96,96,96,0,1,0
CEL Stuart (West Indies),2000-2001,6,9,2,24,12*,3.42,0,0,2
JE Taylor (West Indies),2003-2016,46,73,7,856,106,12.96,1,1,12
JO Taylor (West Indies),1958-1959,3,5,3,4,4*,2,0,0,2
PIC Thompson (West Indies),1996-1997,2,3,1,17,10*,8.5,0,0,0
GC Tonge (West Indies),2009-2009,1,2,1,25,23*,25,0,0,0
J Trim (West Indies),1948-1952,4,5,1,21,12,5.25,0,0,2
AL Valentine (West Indies),1950-1962,36,51,21,141,14,4.7,0,0,12
VA Valentine (West Indies),1933-1933,2,4,1,35,19*,11.66,0,0,1
CL Walcott (West Indies),1948-1960,44,74,7,3798,220,56.68,15,14,1
LA Walcott (West Indies),1930-1930,1,2,1,40,24,40,0,0,0
PA Wallace (West Indies),1997-1999,7,13,0,279,92,21.46,0,2,1
CA Walsh (West Indies),1984-2001,132,185,61,936,30*,7.54,0,0,43
CAK Walton (West Indies),2009-2009,2,4,0,13,10,3.25,0,0,1
JA Warrican (West Indies),2015-2016,4,7,6,65,21*,65,0,0,0
DM Washington (West Indies),2005-2005,1,1,1,7,7*,-,0,0,0
CD Watson (West Indies),1960-1962,7,6,1,12,5,2.4,0,0,2
ED Weekes (West Indies),1948-1958,48,81,5,4455,207,58.61,15,19,6
KH Weekes (West Indies),1939-1939,2,3,0,173,137,57.66,1,0,0
AW White (West Indies),1965-1965,2,4,1,71,57*,23.66,0,1,0
CV Wight (West Indies),1928-1930,2,4,1,67,23,22.33,0,0,0
GL Wight (West Indies),1953-1953,1,1,0,21,21,21,0,0,0
CA Wiles (West Indies),1933-1933,1,2,0,2,2,1,0,0,1
ET Willett (West Indies),1973-1975,5,8,3,74,26,14.8,0,0,2
AB Williams (West Indies),1978-1979,7,12,0,469,111,39.08,2,1,1
D Williams (West Indies),1992-1998,11,19,1,242,65,13.44,0,1,7
EAV Williams (West Indies),1939-1948,4,6,0,113,72,18.83,0,1,1
SC Williams (West Indies),1994-2002,31,52,3,1183,128,24.14,1,3,6
KL Wishart (West Indies),1935-1935,1,2,0,52,52,26,0,1,1
FMM Worrell (West Indies),1948-1963,51,87,9,3860,261,49.48,9,22,11
KJ Arnott (Zimbabwe),1992-1993,4,8,1,302,101*,43.14,1,1,1
AM Blignaut (Zimbabwe),2001-2005,19,36,3,886,92,26.84,0,6,6
DH Brain (Zimbabwe),1992-1995,9,13,2,115,28,10.45,0,0,4
EA Brandes (Zimbabwe),1992-1999,10,15,3,121,39,10.08,0,0,2
GB Brent (Zimbabwe),1999-2001,4,6,0,35,25,5.83,0,0,3
GA Briant (Zimbabwe),1993-1993,1,2,0,17,16,8.5,0,0,0
GK Bruk-Jackson (Zimbabwe),1993-1993,2,4,0,39,31,9.75,0,0,1
RP Burl (Zimbabwe),2017-2017,1,2,0,16,16,8,0,0,1
MG Burmester (Zimbabwe),1992-1992,3,4,2,54,30*,27,0,0,1
IP Butchart (Zimbabwe),1995-1995,1,2,0,23,15,11.5,0,0,0
ADR Campbell (Zimbabwe),1992-2002,60,109,4,2858,103,27.21,2,18,10
SV Carlisle (Zimbabwe),1995-2005,37,66,6,1615,118,26.91,2,8,7
RW Chakabva (Zimbabwe),2011-2017,12,24,2,618,101,28.09,1,4,2
BB Chari (Zimbabwe),2014-2016,5,10,0,141,80,14.1,0,1,2
TL Chatara (Zimbabwe),2013-2014,7,14,2,82,22,6.83,0,0,4
CJ Chibhabha (Zimbabwe),2016-2017,3,6,0,124,60,20.66,0,1,0
E Chigumbura (Zimbabwe),2004-2014,14,27,0,569,88,21.07,0,4,6
MT Chinouya (Zimbabwe),2016-2016,2,4,2,1,1,0.5,0,0,1
TS Chisoro (Zimbabwe),2017-2017,1,1,0,9,9,9,0,0,0
CK Coventry (Zimbabwe),2005-2005,2,4,0,88,37,22,0,0,0
AG Cremer (Zimbabwe),2005-2017,19,38,5,540,102*,16.36,1,0,7
GJ Crocker (Zimbabwe),1992-1992,3,4,1,69,33,23,0,0,0
KM Dabengwa (Zimbabwe),2005-2005,3,6,0,90,35,15,0,0,1
MH Dekker (Zimbabwe),1993-1996,14,22,1,333,68*,15.85,0,2,4
T Duffin (Zimbabwe),2005-2005,2,4,0,80,56,20,0,1,0
DD Ebrahim (Zimbabwe),2001-2005,29,55,1,1225,94,22.68,0,10,8
CR Ervine (Zimbabwe),2011-2017,15,30,2,941,160,33.6,2,3,2
SM Ervine (Zimbabwe),2003-2004,5,8,0,261,86,32.62,0,3,1
CN Evans (Zimbabwe),1996-2003,3,6,0,52,22,8.66,0,0,0
GM Ewing (Zimbabwe),2003-2005,3,6,0,108,71,18,0,1,2
NR Ferreira (Zimbabwe),2005-2005,1,2,0,21,16,10.5,0,0,0
A Flower (Zimbabwe),1992-2002,63,112,19,4794,232*,51.54,12,27,5
GW Flower (Zimbabwe),1992-2004,67,123,6,3457,201*,29.54,6,15,16
TJ Friend (Zimbabwe),2001-2004,13,19,4,447,81,29.8,0,3,4
MW Goodwin (Zimbabwe),1998-2000,19,37,4,1414,166*,42.84,3,8,4
TR Gripper (Zimbabwe),1999-2004,20,38,1,809,112,21.86,1,5,5
DT Hondo (Zimbabwe),2001-2005,9,15,6,83,19,9.22,0,0,1
DL Houghton (Zimbabwe),1992-1997,22,36,2,1464,266,43.05,4,4,0
AG Huckle (Zimbabwe),1997-1998,8,14,3,74,28*,6.72,0,0,7
WR James (Zimbabwe),1993-1994,4,4,0,61,33,15.25,0,0,0
KM Jarvis (Zimbabwe),2011-2017,10,18,8,111,25*,11.1,0,0,4
MP Jarvis (Zimbabwe),1992-1994,5,3,1,4,2*,2,0,0,1
NC Johnson (Zimbabwe),1998-2000,13,23,1,532,107,24.18,1,4,3
TP Kamungozi (Zimbabwe),2014-2014,1,2,0,5,5,2.5,0,0,1
GA Lamb (Zimbabwe),2011-2011,1,2,0,46,39,23,0,0,0
ACI Lock (Zimbabwe),1995-1995,1,2,1,8,8*,8,0,0,1
TN Madondo (Zimbabwe),1998-2000,3,4,1,90,74*,30,0,1,1
NB Mahwire (Zimbabwe),2002-2005,10,17,6,147,50*,13.36,0,1,2
A Maregwede (Zimbabwe),2004-2004,2,4,0,74,28,18.5,0,0,1
DA Marillier (Zimbabwe),2000-2002,5,7,1,186,73,31,0,2,0
T Maruma (Zimbabwe),2013-2013,1,2,0,20,10,10,0,0,0
H Masakadza (Zimbabwe),2001-2017,36,72,2,2084,158,29.77,5,7,10
SW Masakadza (Zimbabwe),2012-2014,5,9,1,88,24,11,0,0,3
PS Masvaure (Zimbabwe),2016-2016,2,4,0,55,42,13.75,0,0,1
EZ Matambanadzo (Zimbabwe),1996-1999,3,5,1,17,7,4.25,0,0,1
S Matsikenyeri (Zimbabwe),2003-2005,8,16,1,351,57,23.4,0,2,0
TMK Mawoyo (Zimbabwe),2011-2016,11,22,1,615,163*,29.28,1,3,2
M Mbangwa (Zimbabwe),1996-2000,15,25,8,34,8,2,0,0,9
KO Meth (Zimbabwe),2013-2013,2,4,1,72,31*,24,0,0,0
SF Mire (Zimbabwe),2017-2017,2,4,0,78,47,19.5,0,0,1
PJ Moor (Zimbabwe),2016-2017,6,12,0,374,79,31.16,0,3,0
CB Mpofu (Zimbabwe),2005-2017,15,28,10,105,33,5.83,0,0,9
CT Mumba (Zimbabwe),2016-2016,2,4,1,14,10*,4.66,0,0,0
T Mupariwa (Zimbabwe),2004-2004,1,2,1,15,14,15,0,0,0
BA Murphy (Zimbabwe),2000-2001,11,15,3,123,30,10.25,0,0,3
TK Musakanda (Zimbabwe),2017-2017,1,2,0,6,6,3,0,0,1
N M'shangwe (Zimbabwe),2014-2014,2,4,0,8,8,2,0,0,3
DT Mutendera (Zimbabwe),2000-2000,1,2,0,10,10,5,0,0,1
F Mutizwa (Zimbabwe),2012-2012,1,2,0,24,18,12,0,0,0
R Mutumbami (Zimbabwe),2013-2014,6,12,1,217,43,19.72,0,0,1
B Muzarabani (Zimbabwe),2017-2017,1,2,1,14,10,14,0,0,0
W Mwayenga (Zimbabwe),2005-2005,1,2,1,15,14*,15,0,0,0
N Ncube (Zimbabwe),2011-2011,1,2,0,17,14,8.5,0,0,0
ML Nkala (Zimbabwe),2000-2005,10,15,2,187,47,14.38,0,0,4
J Nyumbu (Zimbabwe),2014-2016,3,6,1,38,14,7.6,0,0,0
HK Olonga (Zimbabwe),1995-2002,30,45,11,184,24,5.41,0,0,14
AH Omarshah (Zimbabwe),1992-1996,3,5,0,122,62,24.4,0,1,0
T Panyangara (Zimbabwe),2004-2014,9,18,6,201,40*,16.75,0,0,2
SG Peall (Zimbabwe),1993-1994,4,6,2,60,30,15,0,0,2
RW Price (Zimbabwe),1999-2013,22,38,8,261,36,8.7,0,0,6
AJ Pycroft (Zimbabwe),1992-1992,3,5,0,152,60,30.4,0,1,0
U Ranchod (Zimbabwe),1993-1993,1,2,0,8,7,4,0,0,0
GJ Rennie (Zimbabwe),1997-2002,23,46,1,1023,93,22.73,0,7,5
JA Rennie (Zimbabwe),1993-1997,4,6,1,62,22,12.4,0,0,1
BG Rogers (Zimbabwe),2005-2005,4,8,0,90,29,11.25,0,0,2
V Sibanda (Zimbabwe),2003-2014,14,28,0,591,93,21.1,0,2,3
Sikandar Raza (Zimbabwe),2013-2017,10,20,0,762,127,38.1,1,6,2
BC Strang (Zimbabwe),1995-2001,26,45,9,465,53,12.91,0,1,8
PA Strang (Zimbabwe),1994-2001,24,41,10,839,106*,27.06,1,2,3
HH Streak (Zimbabwe),1993-2005,65,107,18,1990,127*,22.35,1,11,15
T Taibu (Zimbabwe),2001-2012,28,54,3,1546,153,30.31,1,12,5
BRM Taylor (Zimbabwe),2004-2017,26,52,3,1594,171,32.53,4,8,3
DT Tiripano (Zimbabwe),2014-2017,6,12,3,219,49*,24.33,0,0,1
AJ Traicos (Zimbabwe),1992-1993,4,6,2,11,5,2.75,0,0,1
P Utseya (Zimbabwe),2004-2013,4,8,1,107,45,15.28,0,0,2
MA Vermeulen (Zimbabwe),2002-2014,9,18,0,449,118,24.94,1,2,3
DP Viljoen (Zimbabwe),1998-2000,2,4,0,57,38,14.25,0,0,2
BV Vitori (Zimbabwe),2011-2013,4,7,2,52,19*,10.4,0,0,2
AC Waller (Zimbabwe),1996-1996,2,3,0,69,50,23,0,1,0
MN Waller (Zimbabwe),2011-2017,14,28,1,577,72*,21.37,0,4,4
BT Watambwa (Zimbabwe),2001-2002,6,8,5,11,4*,3.66,0,0,2
AR Whittall (Zimbabwe),1996-1999,10,18,3,114,17,7.6,0,0,1
GJ Whittall (Zimbabwe),1993-2002,46,82,7,2207,203*,29.42,4,10,6
SC Williams (Zimbabwe),2013-2017,8,16,0,421,119,26.31,1,1,0
CB Wishart (Zimbabwe),1995-2005,27,50,1,1098,114,22.4,1,5,6
